sentence_id,sentence,obj1_shape,obj1_colour,obj1_size,relation,obj2_shape,obj2_colour,obj2_size,template_id
826,one small red hexagon is to the left of one large pink oval,hexagon,red,small,to the left of,oval,pink,large,3
827,a medium purple pentagon is below a medium red circle,pentagon,purple,medium,below,circle,red,medium,1
828,there is a small blue sphere inside a medium grey hexagon,sphere,blue,small,inside,hexagon,grey,medium,2
829,there is a large blue triangle to the right of a large green triangle,triangle,blue,large,to the right of,triangle,green,large,2
830,there is a small purple circle above a medium yellow square,circle,purple,small,above,square,yellow,medium,2
831,a medium triangle is inside a medium oval,triangle,yellow,medium,inside,oval,pink,medium,5
832,a small sphere is to the left of a medium square,sphere,brown,small,to the left of,square,brown,medium,5
833,a large purple sphere is to the right of a large green pentagon,sphere,purple,large,to the right of,pentagon,green,large,1
834,a medium red circle is positioned to the right of a medium pink sphere,circle,red,medium,to the right of,sphere,pink,medium,6
835,a small yellow circle is positioned to the right of a large red cube,circle,yellow,small,to the right of,cube,red,large,6
836,there is a medium purple cube above a large orange hexagon,cube,purple,medium,above,hexagon,orange,large,2
837,a medium sphere is below a large triangle,sphere,orange,medium,below,triangle,brown,large,5
838,there is a large orange sphere inside a medium blue pentagon,sphere,orange,large,inside,pentagon,blue,medium,2
839,a small pink triangle is to the left of a medium purple square,triangle,pink,small,to the left of,square,purple,medium,1
840,a pink sphere is below a yellow sphere,sphere,pink,small,below,sphere,yellow,large,4
841,a small yellow cylinder is positioned below a small blue oval,cylinder,yellow,small,below,oval,blue,small,6
842,a medium triangle is next to a small rectangle,triangle,green,medium,next to,rectangle,blue,small,5
843,a grey circle is to the left of a grey rectangle,circle,grey,large,to the left of,rectangle,grey,small,4
844,a yellow square is next to a red oval,square,yellow,large,next to,oval,red,medium,4
845,a medium yellow circle is above a large yellow square,circle,yellow,medium,above,square,yellow,large,1
846,a large purple triangle is positioned to the right of a small yellow sphere,triangle,purple,large,to the right of,sphere,yellow,small,6
847,a large sphere is inside a medium rectangle,sphere,orange,large,inside,rectangle,orange,medium,5
848,a large hexagon is above a small cube,hexagon,green,large,above,cube,yellow,small,5
849,a large green circle is below a small yellow rectangle,circle,green,large,below,rectangle,yellow,small,1
850,there is a large purple triangle above a small green circle,triangle,purple,large,above,circle,green,small,2
851,a large purple rectangle is to the left of a large blue oval,rectangle,purple,large,to the left of,oval,blue,large,1
852,there is a medium purple circle below a medium red pentagon,circle,purple,medium,below,pentagon,red,medium,2
853,one small orange cylinder is above one medium red oval,cylinder,orange,small,above,oval,red,medium,3
854,one medium grey sphere is next to one medium purple circle,sphere,grey,medium,next to,circle,purple,medium,3
855,a small pink pentagon is positioned above a large red cube,pentagon,pink,small,above,cube,red,large,6
856,a medium orange square is positioned next to a small purple sphere,square,orange,medium,next to,sphere,purple,small,6
857,there is a medium red triangle inside a medium grey square,triangle,red,medium,inside,square,grey,medium,2
858,a large grey square is positioned to the right of a small red square,square,grey,large,to the right of,square,red,small,6
859,one small orange triangle is next to one small grey cylinder,triangle,orange,small,next to,cylinder,grey,small,3
860,a green triangle is inside an orange rectangle,triangle,green,small,inside,rectangle,orange,large,4
861,a large brown oval is above a large green cube,oval,brown,large,above,cube,green,large,1
862,a red cylinder is inside a red cube,cylinder,red,large,inside,cube,red,medium,4
863,a medium grey cylinder is to the right of a small blue pentagon,cylinder,grey,medium,to the right of,pentagon,blue,small,1
864,there is a large orange pentagon below a small purple rectangle,pentagon,orange,large,below,rectangle,purple,small,2
865,a medium brown sphere is below a large brown sphere,sphere,brown,medium,below,sphere,brown,large,1
866,there is a small yellow oval below a large yellow rectangle,oval,yellow,small,below,rectangle,yellow,large,2
867,a grey pentagon is to the left of an orange oval,pentagon,grey,large,to the left of,oval,orange,large,4
868,one large blue hexagon is to the right of one large yellow cube,hexagon,blue,large,to the right of,cube,yellow,large,3
869,there is a large green rectangle inside a small yellow pentagon,rectangle,green,large,inside,pentagon,yellow,small,2
870,a large grey sphere is below a medium grey circle,sphere,grey,large,below,circle,grey,medium,1
871,there is a large brown cube next to a small pink rectangle,cube,brown,large,next to,rectangle,pink,small,2
872,a small grey hexagon is next to a medium purple cylinder,hexagon,grey,small,next to,cylinder,purple,medium,1
873,one large green sphere is below one small green sphere,sphere,green,large,below,sphere,green,small,3
874,a large brown oval is to the right of a medium yellow circle,oval,brown,large,to the right of,circle,yellow,medium,1
875,a small rectangle is next to a small sphere,rectangle,brown,small,next to,sphere,grey,small,5
876,a green rectangle is to the left of a yellow rectangle,rectangle,green,large,to the left of,rectangle,yellow,large,4
877,a large rectangle is inside a small oval,rectangle,blue,large,inside,oval,orange,small,5
878,a medium grey rectangle is positioned to the left of a large yellow oval,rectangle,grey,medium,to the left of,oval,yellow,large,6
879,a blue hexagon is below an orange hexagon,hexagon,blue,small,below,hexagon,orange,medium,4
880,one small green hexagon is above one small purple rectangle,hexagon,green,small,above,rectangle,purple,small,3
881,there is a large yellow rectangle below a small pink cube,rectangle,yellow,large,below,cube,pink,small,2
882,a small brown square is above a small purple oval,square,brown,small,above,oval,purple,small,1
883,a purple circle is above an orange rectangle,circle,purple,medium,above,rectangle,orange,medium,4
884,there is a small orange pentagon to the right of a large yellow sphere,pentagon,orange,small,to the right of,sphere,yellow,large,2
885,a large red rectangle is next to a small blue hexagon,rectangle,red,large,next to,hexagon,blue,small,1
886,a green square is to the right of an orange cube,square,green,small,to the right of,cube,orange,small,4
887,a small purple hexagon is above a small orange oval,hexagon,purple,small,above,oval,orange,small,1
888,a purple sphere is to the right of a brown oval,sphere,purple,large,to the right of,oval,brown,medium,4
889,a small circle is below a small oval,circle,yellow,small,below,oval,purple,small,5
890,a large pentagon is inside a small cube,pentagon,grey,large,inside,cube,blue,small,5
891,one small purple circle is below one small red rectangle,circle,purple,small,below,rectangle,red,small,3
892,a small triangle is below a medium cylinder,triangle,green,small,below,cylinder,green,medium,5
893,an orange pentagon is to the left of a brown square,pentagon,orange,large,to the left of,square,brown,large,4
894,a large pink hexagon is positioned to the right of a small blue hexagon,hexagon,pink,large,to the right of,hexagon,blue,small,6
895,there is a medium purple oval to the right of a medium pink rectangle,oval,purple,medium,to the right of,rectangle,pink,medium,2
896,there is a medium red circle inside a small grey pentagon,circle,red,medium,inside,pentagon,grey,small,2
897,a medium yellow oval is next to a small purple hexagon,oval,yellow,medium,next to,hexagon,purple,small,1
898,a large pink cube is above a large green pentagon,cube,pink,large,above,pentagon,green,large,1
899,a medium triangle is to the right of a large hexagon,triangle,brown,medium,to the right of,hexagon,pink,large,5
900,one large blue pentagon is to the right of one small blue square,pentagon,blue,large,to the right of,square,blue,small,3
901,there is a medium brown pentagon next to a small yellow sphere,pentagon,brown,medium,next to,sphere,yellow,small,2
902,a large yellow hexagon is positioned to the left of a small purple circle,hexagon,yellow,large,to the left of,circle,purple,small,6
903,a medium orange oval is inside a large orange triangle,oval,orange,medium,inside,triangle,orange,large,1
904,a medium hexagon is below a medium triangle,hexagon,grey,medium,below,triangle,green,medium,5
905,a large orange hexagon is positioned inside a large yellow circle,hexagon,orange,large,inside,circle,yellow,large,6
906,a large pink circle is next to a medium orange square,circle,pink,large,next to,square,orange,medium,1
907,a medium red circle is next to a large red rectangle,circle,red,medium,next to,rectangle,red,large,1
908,one small orange rectangle is above one large grey rectangle,rectangle,orange,small,above,rectangle,grey,large,3
909,a green pentagon is to the left of a pink triangle,pentagon,green,medium,to the left of,triangle,pink,small,4
