sentence_id,sentence,number,num_digits,colour,size,template_id
1473,a small blue number 60,60,2,blue,small,5
1474,a purple number 79 of small size,79,2,purple,small,3
1475,a pink number 79 of small size,79,2,pink,small,3
1476,a yellow number 3109 of small size,3109,4,yellow,small,3
1477,the number 53 in grey colour and large size,53,2,grey,large,2
1478,a medium green number 5,5,1,green,medium,5
1479,the number 40 in pink colour and small size,40,2,pink,small,2
1480,the number 228 in blue colour and large size,228,3,blue,large,2
1481,the number 7565 in green colour and small size,7565,4,green,small,2
1482,a large red number 206,206,3,red,large,5
1483,a medium 355 in pink colour,355,3,pink,medium,4
1484,a brown number 935 of large size,935,3,brown,large,3
1485,a small grey number 2445,2445,4,grey,small,5
1486,a small red 9159,9159,4,red,small,1
1487,a medium 7 in pink colour,7,1,pink,medium,4
1488,a small purple number 8,8,1,purple,small,5
1489,the number 746 in blue colour and small size,746,3,blue,small,2
1490,a pink number 1904 of medium size,1904,4,pink,medium,3
1491,a large 58 in red colour,58,2,red,large,4
1492,a medium blue number 24,24,2,blue,medium,5
1493,a large 2470 in red colour,2470,4,red,large,4
1494,a large brown number 1,1,1,brown,large,5
1495,a small red 5444,5444,4,red,small,1
1496,a large brown number 596,596,3,brown,large,5
1497,a small 1129 in pink colour,1129,4,pink,small,4
1498,the number 2816 in green colour and medium size,2816,4,green,medium,2
1499,a small blue number 3,3,1,blue,small,5
1500,a large grey number 8539,8539,4,grey,large,5
1501,a green number 95 of medium size,95,2,green,medium,3
1502,a large pink number 587,587,3,pink,large,5
1503,a medium 7 in blue colour,7,1,blue,medium,4
1504,a small purple number 9,9,1,purple,small,5
1505,a medium pink 2,2,1,pink,medium,1
1506,a grey number 87 of small size,87,2,grey,small,3
1507,a small 88 in yellow colour,88,2,yellow,small,4
1508,a small red 3,3,1,red,small,1
1509,a medium red 5637,5637,4,red,medium,1
1510,the number 844 in orange colour and large size,844,3,orange,large,2
1511,the number 651 in yellow colour and large size,651,3,yellow,large,2
1512,a medium 232 in pink colour,232,3,pink,medium,4
1513,a large red 801,801,3,red,large,1
1514,a green number 8763 of medium size,8763,4,green,medium,3
1515,a medium 4 in pink colour,4,1,pink,medium,4
1516,a blue number 706 of large size,706,3,blue,large,3
1517,a medium orange 97,97,2,orange,medium,1
1518,a large 284 in blue colour,284,3,blue,large,4
1519,a medium yellow 78,78,2,yellow,medium,1
1520,a yellow number 2836 of medium size,2836,4,yellow,medium,3
1521,an orange number 2 of medium size,2,1,orange,medium,3
1522,the number 48 in purple colour and small size,48,2,purple,small,2
1523,a medium blue 1280,1280,4,blue,medium,1
1524,a large 817 in red colour,817,3,red,large,4
1525,a small yellow 83,83,2,yellow,small,1
1526,the number 2 in green colour and large size,2,1,green,large,2
1527,the number 3 in blue colour and large size,3,1,blue,large,2
1528,a medium brown 483,483,3,brown,medium,1
1529,a green number 858 of large size,858,3,green,large,3
1530,a grey number 28 of large size,28,2,grey,large,3
1531,a large 5 in purple colour,5,1,purple,large,4
1532,a purple number 827 of small size,827,3,purple,small,3
1533,a large 1321 in green colour,1321,4,green,large,4
1534,the number 203 in blue colour and large size,203,3,blue,large,2
1535,a small purple number 102,102,3,purple,small,5
1536,a blue number 571 of small size,571,3,blue,small,3
1537,a large yellow number 5,5,1,yellow,large,5
1538,the number 2 in grey colour and small size,2,1,grey,small,2
1539,the number 567 in pink colour and medium size,567,3,pink,medium,2
1540,a small 9 in red colour,9,1,red,small,4
1541,a medium purple 8,8,1,purple,medium,1
1542,a large pink 4,4,1,pink,large,1
1543,a blue number 73 of small size,73,2,blue,small,3
1544,a large 5 in pink colour,5,1,pink,large,4
1545,the number 5 in blue colour and large size,5,1,blue,large,2
1546,a large brown number 9564,9564,4,brown,large,5
1547,a small yellow 3,3,1,yellow,small,1
1548,a medium grey 2257,2257,4,grey,medium,1
1549,a medium 8365 in brown colour,8365,4,brown,medium,4
1550,a pink number 49 of medium size,49,2,pink,medium,3
1551,a small 396 in brown colour,396,3,brown,small,4
1552,an orange number 39 of large size,39,2,orange,large,3
1553,a small orange 65,65,2,orange,small,1
1554,a purple number 83 of small size,83,2,purple,small,3
1555,the number 424 in green colour and small size,424,3,green,small,2
1556,the number 92 in red colour and medium size,92,2,red,medium,2
1557,a medium 6807 in purple colour,6807,4,purple,medium,4
1558,a large 3182 in pink colour,3182,4,pink,large,4
1559,a red number 11 of large size,11,2,red,large,3
1560,the number 6269 in pink colour and medium size,6269,4,pink,medium,2
1561,a large 3 in orange colour,3,1,orange,large,4
1562,a brown number 4948 of small size,4948,4,brown,small,3
1563,the number 652 in yellow colour and small size,652,3,yellow,small,2
1564,a small 795 in yellow colour,795,3,yellow,small,4
1565,a large yellow 126,126,3,yellow,large,1
1566,a large red 45,45,2,red,large,1
1567,a medium yellow number 90,90,2,yellow,medium,5
1568,a large brown number 549,549,3,brown,large,5
1569,a blue number 65 of small size,65,2,blue,small,3
1570,a small pink number 8222,8222,4,pink,small,5
1571,a medium brown number 9246,9246,4,brown,medium,5
1572,a large pink 5720,5720,4,pink,large,1
1573,a small brown 2199,2199,4,brown,small,1
1574,a small 9 in purple colour,9,1,purple,small,4
1575,the number 8708 in orange colour and medium size,8708,4,orange,medium,2
1576,a brown number 5 of medium size,5,1,brown,medium,3
1577,a medium 5 in orange colour,5,1,orange,medium,4
1578,a medium 3 in blue colour,3,1,blue,medium,4
1579,a small red number 4313,4313,4,red,small,5
1580,a large purple 5,5,1,purple,large,1
1581,a medium brown number 5644,5644,4,brown,medium,5
1582,a large purple 14,14,2,purple,large,1
1583,a green number 20 of small size,20,2,green,small,3
1584,a pink number 2912 of large size,2912,4,pink,large,3
1585,a large yellow 9387,9387,4,yellow,large,1
1586,a small 69 in red colour,69,2,red,small,4
1587,a small yellow 38,38,2,yellow,small,1
1588,a large brown number 578,578,3,brown,large,5
1589,the number 70 in pink colour and medium size,70,2,pink,medium,2
1590,a small 8 in grey colour,8,1,grey,small,4
1591,a brown number 816 of small size,816,3,brown,small,3
1592,the number 2 in red colour and large size,2,1,red,large,2
1593,a large brown number 7322,7322,4,brown,large,5
1594,the number 58 in green colour and medium size,58,2,green,medium,2
1595,a small 1523 in brown colour,1523,4,brown,small,4
1596,a small purple 88,88,2,purple,small,1
1597,the number 2297 in pink colour and large size,2297,4,pink,large,2
1598,a small 28 in yellow colour,28,2,yellow,small,4
1599,a large red 99,99,2,red,large,1
1600,the number 219 in purple colour and large size,219,3,purple,large,2
1601,a grey number 8 of medium size,8,1,grey,medium,3
1602,a medium green number 9,9,1,green,medium,5
1603,a grey number 7322 of small size,7322,4,grey,small,3
1604,a medium blue number 9,9,1,blue,medium,5
1605,a small orange 786,786,3,orange,small,1
1606,a red number 546 of small size,546,3,red,small,3
1607,a medium red number 963,963,3,red,medium,5
1608,a small 22 in orange colour,22,2,orange,small,4
1609,a large purple number 761,761,3,purple,large,5
1610,a small 4 in orange colour,4,1,orange,small,4
1611,a medium 2 in yellow colour,2,1,yellow,medium,4
1612,a blue number 31 of medium size,31,2,blue,medium,3
1613,a blue number 121 of large size,121,3,blue,large,3
1614,a large 450 in brown colour,450,3,brown,large,4
1615,a red number 9721 of small size,9721,4,red,small,3
1616,a large brown number 18,18,2,brown,large,5
1617,the number 7 in grey colour and medium size,7,1,grey,medium,2
1618,a small 604 in green colour,604,3,green,small,4
1619,a small red 4,4,1,red,small,1
1620,a small 51 in red colour,51,2,red,small,4
1621,a pink number 63 of large size,63,2,pink,large,3
1622,a large purple number 994,994,3,purple,large,5
1623,a large pink 7259,7259,4,pink,large,1
1624,an orange number 24 of medium size,24,2,orange,medium,3
1625,a medium grey 1,1,1,grey,medium,1
1626,a small yellow 308,308,3,yellow,small,1
1627,a medium 4 in blue colour,4,1,blue,medium,4
1628,a small brown 149,149,3,brown,small,1
1629,a medium 670 in red colour,670,3,red,medium,4
1630,the number 882 in green colour and medium size,882,3,green,medium,2
1631,a medium grey 9,9,1,grey,medium,1
1632,a blue number 6 of small size,6,1,blue,small,3
1633,a small grey 687,687,3,grey,small,1
1634,a large red 3538,3538,4,red,large,1
1635,a medium 49 in yellow colour,49,2,yellow,medium,4
1636,the number 73 in purple colour and small size,73,2,purple,small,2
1637,a small purple 7,7,1,purple,small,1
1638,a small orange 80,80,2,orange,small,1
1639,an orange number 1 of medium size,1,1,orange,medium,3
1640,a medium 4020 in red colour,4020,4,red,medium,4
1641,a medium pink number 9007,9007,4,pink,medium,5
1642,the number 8 in blue colour and medium size,8,1,blue,medium,2
1643,a medium blue 553,553,3,blue,medium,1
1644,a medium 1022 in purple colour,1022,4,purple,medium,4
1645,a medium green 21,21,2,green,medium,1
1646,a medium 4985 in yellow colour,4985,4,yellow,medium,4
1647,a green number 1512 of large size,1512,4,green,large,3
1648,a small red number 9,9,1,red,small,5
1649,a pink number 928 of small size,928,3,pink,small,3
1650,a medium 2 in orange colour,2,1,orange,medium,4
1651,a large 849 in red colour,849,3,red,large,4
1652,a small grey 5,5,1,grey,small,1
1653,a large orange number 18,18,2,orange,large,5
1654,a medium 78 in brown colour,78,2,brown,medium,4
1655,a small yellow number 55,55,2,yellow,small,5
1656,a medium purple 82,82,2,purple,medium,1
1657,a brown number 974 of large size,974,3,brown,large,3
1658,a medium brown 86,86,2,brown,medium,1
1659,the number 9692 in red colour and small size,9692,4,red,small,2
1660,the number 1988 in blue colour and medium size,1988,4,blue,medium,2
1661,the number 90 in green colour and large size,90,2,green,large,2
1662,a green number 5 of large size,5,1,green,large,3
1663,a large 4863 in purple colour,4863,4,purple,large,4
1664,a medium yellow number 93,93,2,yellow,medium,5
1665,a brown number 6094 of small size,6094,4,brown,small,3
1666,a small 1 in brown colour,1,1,brown,small,4
1667,a medium brown 924,924,3,brown,medium,1
1668,a medium 212 in grey colour,212,3,grey,medium,4
1669,a small pink number 2,2,1,pink,small,5
1670,a large brown number 674,674,3,brown,large,5
1671,a small 6 in purple colour,6,1,purple,small,4
1672,a medium 5 in brown colour,5,1,brown,medium,4
1673,the number 6 in orange colour and small size,6,1,orange,small,2
1674,a small green number 374,374,3,green,small,5
1675,a medium 1 in pink colour,1,1,pink,medium,4
1676,a small purple number 902,902,3,purple,small,5
1677,a yellow number 5609 of small size,5609,4,yellow,small,3
1678,an orange number 557 of small size,557,3,orange,small,3
1679,a brown number 86 of medium size,86,2,brown,medium,3
1680,a medium orange 65,65,2,orange,medium,1
1681,a medium 9514 in green colour,9514,4,green,medium,4
1682,the number 9596 in orange colour and large size,9596,4,orange,large,2
1683,a large orange 44,44,2,orange,large,1
1684,the number 384 in brown colour and large size,384,3,brown,large,2
1685,a red number 4506 of large size,4506,4,red,large,3
1686,a medium 4950 in red colour,4950,4,red,medium,4
1687,a large purple number 9,9,1,purple,large,5
1688,a medium brown number 331,331,3,brown,medium,5
1689,a medium red number 218,218,3,red,medium,5
1690,a large orange number 606,606,3,orange,large,5
1691,a medium 12 in brown colour,12,2,brown,medium,4
1692,a small orange 79,79,2,orange,small,1
1693,the number 2 in pink colour and medium size,2,1,pink,medium,2
1694,a small 238 in yellow colour,238,3,yellow,small,4
1695,a small pink 41,41,2,pink,small,1
1696,a medium grey number 85,85,2,grey,medium,5
1697,a medium 918 in red colour,918,3,red,medium,4
1698,an orange number 6 of medium size,6,1,orange,medium,3
1699,a medium purple number 9,9,1,purple,medium,5
1700,the number 1113 in brown colour and small size,1113,4,brown,small,2
1701,the number 692 in red colour and small size,692,3,red,small,2
1702,a small 2 in orange colour,2,1,orange,small,4
1703,a large 151 in red colour,151,3,red,large,4
1704,a medium grey 26,26,2,grey,medium,1
1705,the number 70 in green colour and large size,70,2,green,large,2
1706,a medium 964 in pink colour,964,3,pink,medium,4
1707,a brown number 673 of medium size,673,3,brown,medium,3
1708,a blue number 7997 of large size,7997,4,blue,large,3
1709,a large orange number 1,1,1,orange,large,5
1710,a medium grey 7025,7025,4,grey,medium,1
1711,a large pink 5,5,1,pink,large,1
1712,a medium grey 435,435,3,grey,medium,1
1713,a medium 1553 in purple colour,1553,4,purple,medium,4
1714,a blue number 3 of large size,3,1,blue,large,3
1715,the number 9947 in brown colour and small size,9947,4,brown,small,2
1716,the number 5567 in pink colour and large size,5567,4,pink,large,2
1717,a large grey number 8761,8761,4,grey,large,5
1718,a medium red 39,39,2,red,medium,1
1719,a large 97 in purple colour,97,2,purple,large,4
1720,a large red 5936,5936,4,red,large,1
1721,a small 214 in blue colour,214,3,blue,small,4
1722,a small red 2,2,1,red,small,1
1723,a small 268 in purple colour,268,3,purple,small,4
1724,a small blue 755,755,3,blue,small,1
1725,the number 37 in blue colour and small size,37,2,blue,small,2
1726,the number 602 in purple colour and large size,602,3,purple,large,2
1727,a medium green number 3188,3188,4,green,medium,5
1728,a medium grey 881,881,3,grey,medium,1
1729,the number 6819 in orange colour and small size,6819,4,orange,small,2
1730,a small blue 2543,2543,4,blue,small,1
1731,a large yellow 3714,3714,4,yellow,large,1
1732,a blue number 290 of medium size,290,3,blue,medium,3
1733,a brown number 7346 of medium size,7346,4,brown,medium,3
1734,the number 417 in green colour and small size,417,3,green,small,2
1735,a large purple 598,598,3,purple,large,1
1736,the number 372 in grey colour and large size,372,3,grey,large,2
1737,a large green 286,286,3,green,large,1
1738,a medium grey number 310,310,3,grey,medium,5
1739,an orange number 6990 of small size,6990,4,orange,small,3
1740,the number 2 in grey colour and medium size,2,1,grey,medium,2
1741,the number 1 in red colour and large size,1,1,red,large,2
1742,a small red 13,13,2,red,small,1
1743,a green number 2069 of large size,2069,4,green,large,3
1744,a large 82 in blue colour,82,2,blue,large,4
1745,a purple number 1362 of medium size,1362,4,purple,medium,3
1746,a large red 819,819,3,red,large,1
1747,a large grey 288,288,3,grey,large,1
