sentence_id,template_id,sentence,board_state,x_count,x_positions,o_count,o_positions
442,5,"X marks the top-left, the middle-right, the bottom-center, the middle-left, and the top-right, O marks the bottom-right, the top-center, the bottom-left, and the center",X|O|X|X|O|X|O|X|O,5,"top-left, middle-right, bottom-center, middle-left, top-right",4,"bottom-right, top-center, bottom-left, center"
443,5,"X marks the bottom-right and bottom-left, O marks the middle-left",_|_|_|O|_|_|X|_|X,2,"bottom-right, bottom-left",1,middle-left
444,3,"X occupies the bottom-left, the bottom-right, and the middle-left, O occupies the middle-right and top-center",_|O|_|X|_|O|X|_|X,3,"bottom-left, bottom-right, middle-left",2,"middle-right, top-center"
445,5,"X marks the top-right and top-left, O marks the center and middle-left",X|_|X|O|O|_|_|_|_,2,"top-right, top-left",2,"center, middle-left"
446,2,"X has played in the bottom-right, the middle-left, and the middle-right, O has played in the bottom-left and top-right",_|_|O|X|_|X|O|_|X,3,"bottom-right, middle-left, middle-right",2,"bottom-left, top-right"
447,5,"X marks the bottom-center, the center, the top-right, and the middle-left, O marks the top-center, the middle-right, and the bottom-left",_|O|X|X|X|O|O|X|_,4,"bottom-center, center, top-right, middle-left",3,"top-center, middle-right, bottom-left"
448,3,"X occupies the middle-right, the center, and the bottom-right, O occupies the top-left, the top-right, and the top-center",O|O|O|_|X|X|_|_|X,3,"middle-right, center, bottom-right",3,"top-left, top-right, top-center"
449,2,"X has played in the bottom-right, the middle-right, the middle-left, and the bottom-left, O has played in the top-right, the top-center, and the center",_|O|O|X|O|X|X|_|X,4,"bottom-right, middle-right, middle-left, bottom-left",3,"top-right, top-center, center"
450,4,"X is placed in the bottom-left, the middle-right, the top-center, the top-right, and the bottom-center, O is placed in the top-left, the middle-left, the center, and the bottom-right",O|X|X|O|O|X|X|X|O,5,"bottom-left, middle-right, top-center, top-right, bottom-center",4,"top-left, middle-left, center, bottom-right"
451,3,"X occupies the top-center, O occupies none",_|X|_|_|_|_|_|_|_,1,top-center,0,
452,3,"X occupies the top-left, the middle-right, and the center, O occupies the top-center, the top-right, and the bottom-left",X|O|O|_|X|X|O|_|_,3,"top-left, middle-right, center",3,"top-center, top-right, bottom-left"
453,2,"X has played in the middle-left and top-right, O has played in the center",_|_|X|X|O|_|_|_|_,2,"middle-left, top-right",1,center
454,3,"X occupies the bottom-center, the top-left, the middle-right, and the bottom-right, O occupies the middle-left, the bottom-left, and the top-right",X|_|O|O|_|X|O|X|X,4,"bottom-center, top-left, middle-right, bottom-right",3,"middle-left, bottom-left, top-right"
455,2,"X has played in the bottom-right, the middle-right, and the bottom-left, O has played in the top-left, the bottom-center, and the top-center",O|O|_|_|_|X|X|O|X,3,"bottom-right, middle-right, bottom-left",3,"top-left, bottom-center, top-center"
456,1,"X is in the bottom-center, the bottom-left, the top-left, and the top-center, O is in the middle-left, the top-right, and the center",X|X|O|O|O|_|X|X|_,4,"bottom-center, bottom-left, top-left, top-center",3,"middle-left, top-right, center"
457,4,"X is placed in the top-center, the middle-right, and the center, O is placed in the bottom-left, the bottom-right, and the top-left",O|X|_|_|X|X|O|_|O,3,"top-center, middle-right, center",3,"bottom-left, bottom-right, top-left"
458,3,"X occupies the bottom-center, O occupies the bottom-right",_|_|_|_|_|_|_|X|O,1,bottom-center,1,bottom-right
459,3,"X occupies the bottom-left, the middle-left, the top-center, the bottom-center, and the center, O occupies the bottom-right, the top-left, the top-right, and the middle-right",O|X|O|X|X|O|X|X|O,5,"bottom-left, middle-left, top-center, bottom-center, center",4,"bottom-right, top-left, top-right, middle-right"
460,3,"X occupies the top-right, O occupies the bottom-center",_|_|X|_|_|_|_|O|_,1,top-right,1,bottom-center
461,1,"X is in the top-left, the top-center, the bottom-left, the middle-right, and the bottom-center, O is in the center, the middle-left, the top-right, and the bottom-right",X|X|O|O|O|X|X|X|O,5,"top-left, top-center, bottom-left, middle-right, bottom-center",4,"center, middle-left, top-right, bottom-right"
462,1,"X is in the bottom-left, the center, and the middle-left, O is in the top-left and top-center",O|O|_|X|X|_|X|_|_,3,"bottom-left, center, middle-left",2,"top-left, top-center"
463,4,"X is placed in the top-center, the middle-left, and the top-right, O is placed in the top-left, the bottom-left, and the bottom-center",O|X|X|X|_|_|O|O|_,3,"top-center, middle-left, top-right",3,"top-left, bottom-left, bottom-center"
464,2,"X has played in the middle-right, the top-center, the top-left, and the center, O has played in the middle-left, the bottom-left, and the top-right",X|X|O|O|X|X|O|_|_,4,"middle-right, top-center, top-left, center",3,"middle-left, bottom-left, top-right"
465,4,"X is placed in the bottom-center, the bottom-left, and the center, O is placed in the middle-right and top-left",O|_|_|_|X|O|X|X|_,3,"bottom-center, bottom-left, center",2,"middle-right, top-left"
466,1,"X is in the center, O is in the bottom-center",_|_|_|_|X|_|_|O|_,1,center,1,bottom-center
467,2,"X has played in the bottom-right, the top-left, the middle-right, the top-right, and the middle-left, O has played in the bottom-center, the center, the bottom-left, and the top-center",X|O|X|X|O|X|O|O|X,5,"bottom-right, top-left, middle-right, top-right, middle-left",4,"bottom-center, center, bottom-left, top-center"
468,2,"X has played in the bottom-center, the top-left, the bottom-right, and the middle-right, O has played in the top-center, the bottom-left, and the middle-left",X|O|_|O|_|X|O|X|X,4,"bottom-center, top-left, bottom-right, middle-right",3,"top-center, bottom-left, middle-left"
469,2,"X has played in the top-center, the bottom-right, the bottom-center, the top-right, and the middle-right, O has played in the top-left, the bottom-left, the center, and the middle-left",O|X|X|O|O|X|O|X|X,5,"top-center, bottom-right, bottom-center, top-right, middle-right",4,"top-left, bottom-left, center, middle-left"
470,1,"X is in the middle-left and top-right, O is in the bottom-center and middle-right",_|_|X|X|_|O|_|O|_,2,"middle-left, top-right",2,"bottom-center, middle-right"
471,2,"X has played in the middle-left, the bottom-left, the bottom-right, the top-left, and the center, O has played in the top-center, the top-right, the bottom-center, and the middle-right",X|O|O|X|X|O|X|O|X,5,"middle-left, bottom-left, bottom-right, top-left, center",4,"top-center, top-right, bottom-center, middle-right"
472,3,"X occupies the bottom-center, the top-left, the bottom-left, the top-right, and the middle-right, O occupies the top-center, the middle-left, the bottom-right, and the center",X|O|X|O|O|X|X|X|O,5,"bottom-center, top-left, bottom-left, top-right, middle-right",4,"top-center, middle-left, bottom-right, center"
473,3,"X occupies the bottom-left, the top-center, and the top-right, O occupies the center and bottom-right",_|X|X|_|O|_|X|_|O,3,"bottom-left, top-center, top-right",2,"center, bottom-right"
474,3,"X occupies the bottom-right, the top-right, the middle-left, and the top-left, O occupies the middle-right, the center, and the top-center",X|O|X|X|O|O|_|_|X,4,"bottom-right, top-right, middle-left, top-left",3,"middle-right, center, top-center"
475,1,"X is in the top-right and top-center, O is in the center and bottom-center",_|X|X|_|O|_|_|O|_,2,"top-right, top-center",2,"center, bottom-center"
476,5,"X marks the bottom-left, the bottom-right, and the bottom-center, O marks the center, the top-right, and the top-left",O|_|O|_|O|_|X|X|X,3,"bottom-left, bottom-right, bottom-center",3,"center, top-right, top-left"
477,3,"X occupies the bottom-right, the middle-right, and the top-right, O occupies the bottom-left, the middle-left, and the bottom-center",_|_|X|O|_|X|O|O|X,3,"bottom-right, middle-right, top-right",3,"bottom-left, middle-left, bottom-center"
478,2,"X has played in the middle-left, the middle-right, and the bottom-center, O has played in the top-right and bottom-left",_|_|O|X|_|X|O|X|_,3,"middle-left, middle-right, bottom-center",2,"top-right, bottom-left"
479,3,"X occupies the bottom-left, the middle-left, the top-center, and the bottom-center, O occupies the bottom-right, the top-right, the center, and the top-left",O|X|O|X|O|_|X|X|O,4,"bottom-left, middle-left, top-center, bottom-center",4,"bottom-right, top-right, center, top-left"
480,2,"X has played in the top-right, the bottom-left, and the top-center, O has played in the center and bottom-right",_|X|X|_|O|_|X|_|O,3,"top-right, bottom-left, top-center",2,"center, bottom-right"
481,1,"X is in the top-center, the top-right, the middle-left, and the bottom-left, O is in the bottom-center, the middle-right, and the top-left",O|X|X|X|_|O|X|O|_,4,"top-center, top-right, middle-left, bottom-left",3,"bottom-center, middle-right, top-left"
482,3,"X occupies the bottom-left, O occupies the top-right",_|_|O|_|_|_|X|_|_,1,bottom-left,1,top-right
483,4,"X is placed in the middle-right, the bottom-right, the center, and the middle-left, O is placed in the top-center, the top-right, the bottom-left, and the top-left",O|O|O|X|X|X|O|_|X,4,"middle-right, bottom-right, center, middle-left",4,"top-center, top-right, bottom-left, top-left"
484,5,"X marks the center, the top-center, the bottom-left, and the middle-right, O marks the bottom-center, the top-right, and the bottom-right",_|X|O|_|X|X|X|O|O,4,"center, top-center, bottom-left, middle-right",3,"bottom-center, top-right, bottom-right"
485,5,"X marks the middle-left, O marks the bottom-right",_|_|_|X|_|_|_|_|O,1,middle-left,1,bottom-right
486,3,"X occupies the bottom-left, the bottom-center, the middle-left, the top-right, and the center, O occupies the top-left, the bottom-right, the middle-right, and the top-center",O|O|X|X|X|O|X|X|O,5,"bottom-left, bottom-center, middle-left, top-right, center",4,"top-left, bottom-right, middle-right, top-center"
487,3,"X occupies the bottom-center, the middle-left, and the top-left, O occupies the top-center, the bottom-right, and the center",X|O|_|X|O|_|_|X|O,3,"bottom-center, middle-left, top-left",3,"top-center, bottom-right, center"
488,3,"X occupies the top-left, the top-right, and the bottom-left, O occupies the bottom-right and top-center",X|O|X|_|_|_|X|_|O,3,"top-left, top-right, bottom-left",2,"bottom-right, top-center"
489,5,"X marks the bottom-left and top-center, O marks the top-right and middle-right",_|X|O|_|_|O|X|_|_,2,"bottom-left, top-center",2,"top-right, middle-right"
490,4,"X is placed in the bottom-right, the top-left, the bottom-center, and the center, O is placed in the middle-right, the top-center, the middle-left, and the bottom-left",X|O|_|O|X|O|O|X|X,4,"bottom-right, top-left, bottom-center, center",4,"middle-right, top-center, middle-left, bottom-left"
491,5,"X marks the middle-left, the center, the top-right, the top-left, and the top-center, O marks the middle-right, the bottom-center, the bottom-left, and the bottom-right",X|X|X|X|X|O|O|O|O,5,"middle-left, center, top-right, top-left, top-center",4,"middle-right, bottom-center, bottom-left, bottom-right"
492,3,"X occupies the bottom-center, O occupies the top-right",_|_|O|_|_|_|_|X|_,1,bottom-center,1,top-right
493,4,"X is placed in the bottom-center, the bottom-left, the top-center, the bottom-right, and the middle-left, O is placed in the center, the top-right, the middle-right, and the top-left",O|X|O|X|O|O|X|X|X,5,"bottom-center, bottom-left, top-center, bottom-right, middle-left",4,"center, top-right, middle-right, top-left"
494,3,"X occupies the bottom-right, the center, and the bottom-center, O occupies the top-right and top-left",O|_|O|_|X|_|_|X|X,3,"bottom-right, center, bottom-center",2,"top-right, top-left"
495,4,"X is placed in the top-left, the top-center, and the center, O is placed in the bottom-center, the top-right, and the middle-left",X|X|O|O|X|_|_|O|_,3,"top-left, top-center, center",3,"bottom-center, top-right, middle-left"
496,4,"X is placed in the middle-left, the top-right, the middle-right, and the bottom-right, O is placed in the bottom-left, the top-center, and the top-left",O|O|X|X|_|X|O|_|X,4,"middle-left, top-right, middle-right, bottom-right",3,"bottom-left, top-center, top-left"
497,4,"X is placed in the middle-left, the bottom-center, and the top-left, O is placed in the middle-right and bottom-left",X|_|_|X|_|O|O|X|_,3,"middle-left, bottom-center, top-left",2,"middle-right, bottom-left"
498,3,"X occupies the bottom-center, the bottom-right, the top-left, and the bottom-left, O occupies the middle-right, the middle-left, and the center",X|_|_|O|O|O|X|X|X,4,"bottom-center, bottom-right, top-left, bottom-left",3,"middle-right, middle-left, center"
499,4,"X is placed in the middle-left, the center, the bottom-center, and the bottom-left, O is placed in the top-left, the top-right, and the middle-right",O|_|O|X|X|O|X|X|_,4,"middle-left, center, bottom-center, bottom-left",3,"top-left, top-right, middle-right"
500,5,"X marks the top-right, the bottom-center, and the center, O marks the middle-right, the top-left, and the middle-left",O|_|X|O|X|O|_|X|_,3,"top-right, bottom-center, center",3,"middle-right, top-left, middle-left"
